Model Name,Release Date,Company/Provider,Parameters,Context Window,Architecture,Modality,Model Type,Public Access,Features,Notable Achievements
Llama 2 7B-Chat-Orca (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Orca (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Orca (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Hermes (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Hermes (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Hermes (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Neural-Chat (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Neural-Chat (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Neural-Chat (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-OpenHermes (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-OpenHermes (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-OpenHermes (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Airoboros (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Airoboros (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Airoboros (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Orion (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Orion (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Orion (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Platypus (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Platypus (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-Platypus (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-UltraChat (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-UltraChat (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat-UltraChat (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orca (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orca (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orca (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Hermes (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Hermes (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Hermes (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Neural-Chat (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Neural-Chat (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Neural-Chat (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-OpenHermes (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-OpenHermes (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-OpenHermes (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Airoboros (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Airoboros (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Airoboros (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orion (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orion (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Orion (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Platypus (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Platypus (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-Platypus (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-UltraChat (GGUF-Q4_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-UltraChat (GGUF-Q4_1),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct-UltraChat (GGUF-Q5_0),2023-07-18T00:00:00Z,Meta / Meta,7B,8192,,text,Language Model,Yes,,
Llama 2 70B via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 13B via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Instruct via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Instruct via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B-Instruct via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),13B,8192,,text,Language Model,Yes,,
Llama 2 7B via Together,2023-07-18T00:00:00Z,Meta / Together (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct via Together,2023-07-18T00:00:00Z,Meta / Together (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),7B,8192,,text,Language Model,Yes,,
Llama 2 7B-Instruct via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),7B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q4_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q5_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q8_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q8_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B (GGUF-Q8_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orca via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orca via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orca via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Hermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Hermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Hermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Neural-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Neural-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Neural-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-OpenHermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-OpenHermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-OpenHermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Airoboros via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Airoboros via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Airoboros via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orion via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orion via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Orion via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Platypus via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Platypus via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Platypus via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-UltraChat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-UltraChat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-UltraChat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q4_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q5_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q8_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q8_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat (GGUF-Q8_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orca via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orca via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orca via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Hermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Hermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Hermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Neural-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Neural-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Neural-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-OpenHermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-OpenHermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-OpenHermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Airoboros via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Airoboros via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Airoboros via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orion via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orion via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Orion via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Platypus via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Platypus via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-Platypus via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-UltraChat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-UltraChat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Chat-UltraChat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q4_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q5_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q8_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q8_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct (GGUF-Q8_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orca via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orca via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orca via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Hermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Hermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Hermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Neural-Chat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Neural-Chat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Neural-Chat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-OpenHermes via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-OpenHermes via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-OpenHermes via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Airoboros via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Airoboros via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Airoboros via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orion via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orion via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Orion via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Platypus via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Platypus via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-Platypus via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-UltraChat via Together,2023-07-18T00:00:00Z,Meta / Together (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-UltraChat via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),70B,8192,,text,Language Model,Yes,,
Llama 2 70B-Instruct-UltraChat via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),70B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_0) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_1) via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_1) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q4_1) via Baseten,2023-07-18T00:00:00Z,Meta / Baseten (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q5_0) via Together,2023-07-18T00:00:00Z,Meta / Together (API),13B,8192,,text,Language Model,Yes,,
Llama 2 13B (GGUF-Q5_0) via Replicate,2023-07-18T00:00:00Z,Meta / Replicate (API),13B,8192,,text,Language Model,Yes,,
